CAM Tx Time World.node[0].appl.middleware.CaService (#0 - veins-0-20210525-10:05:24-61334),,CAM Tx Time World.node[1].appl.middleware.CaService (#0 - veins-0-20210525-10:05:24-61334),
110.446027633704,110.4460276336999978,110.446235636964,110.4462356369599828
111.446027633704,111.4460276336999978,111.446235636964,111.4462356369599828
112.446027633704,112.4460276336999978,112.446235636964,112.4462356369599828
113.446027633704,113.4460276336999978,113.446235636964,113.4462356369599828
114.446027633704,114.4460276336999978,114.446235636964,114.4462356369599828
115.446027633704,115.4460276336999977,115.446235636964,115.4462356369599828
116.446027633704,116.4460276336999977,116.446235636964,116.4462356369599828
117.446027633704,117.4460276336999977,117.446235636964,117.4462356369599828
118.446027633704,118.4460276336999977,118.446235636964,118.4462356369599828
119.446027633704,119.4460276336999977,119.446235636964,119.4462356369599828
120.446027633704,120.4460276336999977,120.446235636964,120.4462356369599828
121.446027633704,121.4460276336999977,121.446235636964,121.4462356369599828
122.446027633704,122.4460276336999977,122.446235636964,122.4462356369599828
123.446027633704,123.4460276336999977,123.446235636964,123.4462356369599828
124.446027633704,124.4460276336999977,124.446235636964,124.4462356369599828
125.446027633704,125.4460276336999977,125.446235636964,125.4462356369599828
126.446027633704,126.4460276336999977,126.446235636964,126.4462356369599828
127.446027633704,127.4460276336999977,127.446235636964,127.4462356369599828
128.446027633704,128.4460276336999977,128.446235636964,128.4462356369600111
129.446027633704,129.4460276336999977,129.446235636964,129.4462356369600111
130.446027633704,130.4460276336999977,130.446235636964,130.4462356369600111
131.446027633704,131.4460276336999977,131.446235636964,131.4462356369600111
132.446027633704,132.4460276336999977,132.446235636964,132.4462356369600111
133.446027633704,133.4460276336999977,133.446235636964,133.4462356369600111
134.446027633704,134.4460276336999976,134.446235636964,134.4462356369600111
135.446027633704,135.4460276336999976,135.446235636964,135.4462356369600111
136.446027633704,136.4460276336999976,136.446235636964,136.4462356369600111
137.446027633704,137.4460276336999976,137.446235636964,137.4462356369600111
138.446027633704,138.4460276336999976,138.446235636964,138.4462356369600111
139.446027633704,139.4460276336999976,139.446235636964,139.4462356369600111
140.446027633704,140.4460276336999976,140.446235636964,140.4462356369600111
141.446027633704,141.4460276336999976,141.446235636964,141.4462356369600111
142.446027633704,142.4460276336999976,142.446235636964,142.4462356369600111
143.446027633704,143.4460276336999976,143.446235636964,143.4462356369600111
144.446027633704,144.4460276336999976,144.446235636964,144.446235636960011
145.446027633704,145.4460276336999976,145.446235636964,145.446235636960011
146.446027633704,146.4460276336999976,146.446235636964,146.446235636960011
147.446027633704,147.4460276336999976,147.446235636964,147.446235636960011
148.446027633704,148.4460276336999976,148.446235636964,148.446235636960011
149.446027633704,149.4460276336999976,149.446235636964,149.446235636960011
150.446027633704,150.4460276336999976,150.446235636964,150.446235636960011
151.446027633704,151.4460276336999976,151.446235636964,151.446235636960011
152.446027633704,152.4460276336999976,152.446235636964,152.446235636960011
153.446027633704,153.4460276336999976,153.446235636964,153.446235636960011
154.446027633704,154.4460276336999976,154.446235636964,154.446235636960011
155.446027633704,155.4460276336999976,155.446235636964,155.446235636960011
156.446027633704,156.4460276336999976,156.446235636964,156.446235636960011
157.446027633704,157.4460276336999976,157.446235636964,157.446235636960011
158.446027633704,158.4460276336999976,158.446235636964,158.446235636960011
159.446027633704,159.4460276336999976,159.446235636964,159.446235636960011
160.446027633704,160.4460276336999976,160.446235636964,160.446235636960011
161.446027633704,161.4460276336999976,161.446235636964,161.446235636960011
162.446027633704,162.4460276336999976,162.446235636964,162.446235636960011
163.446027633704,163.4460276336999976,163.446235636964,163.446235636960011
164.446027633704,164.4460276336999976,164.446235636964,164.446235636960011
165.446027633704,165.4460276336999976,165.446235636964,165.446235636960011
166.446027633704,166.4460276336999976,166.446235636964,166.446235636960011
167.446027633704,167.4460276336999976,167.446235636964,167.446235636960011
168.446027633704,168.4460276336999976,168.446235636964,168.446235636960011
169.446027633704,169.4460276336999976,169.446235636964,169.446235636960011
170.446027633704,170.4460276336999976,170.446235636964,170.446235636960011
171.446027633704,171.4460276336999976,171.446235636964,171.446235636960011
172.446027633704,172.4460276336999976,172.446235636964,172.4462356369600108
173.446027633704,173.4460276336999976,173.446235636964,173.4462356369600108
174.446027633704,174.4460276336999976,174.446235636964,174.4462356369600108
,,175.446235636964,175.4462356369600108
