CAM Tx Time World.node[0].appl.middleware.CaService (#0 - veins-0-20210525-10:05:24-61334),,CAM Tx Time World.node[1].appl.middleware.CaService (#0 - veins-0-20210525-10:05:24-61334),
0.116027633704,0.116027633703999987,0.116235636964,0.116235636963999993
0.226027633704,0.226027633703999973,0.226235636964,0.226235636964000007
0.336027633704,0.336027633704000015,0.336235636964,0.336235636963999938
0.446027633704,0.446027633704000001,0.446235636964,0.446235636963999924
1.446027633704,1.446027633703999883,1.446235636964,1.446235636963999921
2.446027633704,2.446027633703999437,2.446235636964,2.446235636963999472
3.446027633704,3.446027633703999437,3.446235636964,3.44623563696399947
4.446027633704,4.446027633704000317,4.446235636964,4.446235636963999467
5.446027633704,5.446027633704000315,5.446235636964,5.446235636963999455
6.446027633704,6.44602763370400031,6.446235636964,6.446235636963999455
7.446027633704,7.44602763370400031,7.446235636964,7.44623563696399945
8.446027633704,8.446027633703998535,8.446235636964,8.446235636963997675
9.446027633704,9.44602763370399853,9.446235636964,9.44623563696399766
10.446027633704,10.44602763370399853,10.446235636964,10.44623563696399766
11.446027633704,11.44602763370399851,11.446235636964,11.44623563696399765
12.446027633704,12.44602763370399851,12.446235636964,12.44623563696399765
13.446027633704,13.44602763370399851,13.446235636964,13.44623563696399765
14.446027633704,14.4460276337039985,14.446235636964,14.44623563696399765
15.446027633704,15.4460276337039985,15.446235636964,15.44623563696399765
16.446027633704,16.4460276337039985,16.446235636964,16.44623563696399765
17.446027633704,17.44602763370399847,17.446235636964,17.44623563696399765
18.446027633704,18.44602763370399847,18.446235636964,18.44623563696399765
19.446027633704,19.44602763370399847,19.446235636964,19.44623563696399765
20.446027633704,20.44602763370399847,20.446235636964,20.44623563696399765
21.446027633704,21.44602763370399847,21.446235636964,21.44623563696399765
22.446027633704,22.44602763370399846,22.446235636964,22.44623563696399765
23.446027633704,23.44602763370399845,23.446235636964,23.44623563696399765
24.446027633704,24.44602763370399845,24.446235636964,24.44623563696399765
25.446027633704,25.44602763370399845,25.446235636964,25.44623563696399765
26.446027633704,26.44602763370399845,26.446235636964,26.44623563696399765
27.446027633704,27.44602763370399845,27.446235636964,27.44623563696399757
28.446027633704,28.44602763370399845,28.446235636964,28.44623563696399757
29.446027633704,29.44602763370399842,29.446235636964,29.44623563696399755
30.446027633704,30.44602763370399842,30.446235636964,30.44623563696399755
31.446027633704,31.44602763370399842,31.446235636964,31.44623563696399755
32.446027633704,32.44602763370399132,32.446235636964,32.44623563696399045
33.446027633704,33.44602763370399132,33.446235636964,33.44623563696399045
34.446027633704,34.44602763370399132,34.446235636964,34.44623563696399045
35.446027633704,35.44602763370399132,35.446235636964,35.44623563696399045
36.446027633704,36.44602763370399132,36.446235636964,36.44623563696399045
37.446027633704,37.44602763370399132,37.446235636964,37.44623563696399045
38.446027633704,38.44602763370399132,38.446235636964,38.44623563696399045
39.446027633704,39.44602763370399132,39.446235636964,39.44623563696399045
40.446027633704,40.44602763370399132,40.446235636964,40.44623563696399045
41.446027633704,41.44602763370399132,41.446235636964,41.44623563696399045
42.446027633704,42.44602763370399125,42.446235636964,42.44623563696399045
43.446027633704,43.44602763370399125,43.446235636964,43.44623563696399045
44.446027633704,44.44602763370399125,44.446235636964,44.44623563696399045
45.446027633704,45.44602763370399125,45.446235636964,45.44623563696399045
46.446027633704,46.44602763370399125,46.446235636964,46.44623563696399045
47.446027633704,47.44602763370399125,47.446235636964,47.44623563696399045
48.446027633704,48.44602763370399125,48.446235636964,48.44623563696399045
49.446027633704,49.44602763370399125,49.446235636964,49.44623563696399045
50.446027633704,50.44602763370399125,50.446235636964,50.44623563696399045
51.446027633704,51.44602763370399125,51.446235636964,51.44623563696399045
52.446027633704,52.44602763370399125,52.446235636964,52.44623563696399045
53.446027633704,53.44602763370399125,53.446235636964,53.44623563696399045
54.446027633704,54.44602763370399125,54.446235636964,54.44623563696399045
55.446027633704,55.44602763370399115,55.446235636964,55.44623563696399045
56.446027633704,56.44602763370399115,56.446235636964,56.44623563696399045
57.446027633704,57.44602763370399115,57.446235636964,57.44623563696399045
58.446027633704,58.44602763370399115,58.446235636964,58.4462356369639904
59.446027633704,59.44602763370399115,59.446235636964,59.4462356369639904
60.446027633704,60.44602763370399115,60.446235636964,60.4462356369639904
61.446027633704,61.44602763370399115,61.446235636964,61.4462356369639904
62.446027633704,62.44602763370399115,62.446235636964,62.4462356369639904
63.446027633704,63.44602763370399115,63.446235636964,63.4462356369639904
64.446027633704,64.4460276337040054,64.446235636964,64.4462356369639904
65.446027633704,65.4460276337040054,65.446235636964,65.4462356369639904
66.446027633704,66.4460276337040054,66.446235636964,66.4462356369639904
67.446027633704,67.4460276337040054,67.446235636964,67.4462356369639904
68.446027633704,68.4460276337040054,68.446235636964,68.4462356369639904
69.446027633704,69.4460276337040054,69.446235636964,69.4462356369639903
70.446027633704,70.4460276337040054,70.446235636964,70.4462356369639903
71.446027633704,71.4460276337040054,71.446235636964,71.4462356369639903
72.446027633704,72.4460276337040054,72.446235636964,72.4462356369639903
73.446027633704,73.4460276337040054,73.446235636964,73.4462356369639903
74.446027633704,74.4460276337040054,74.446235636964,74.4462356369639903
75.446027633704,75.4460276337040054,75.446235636964,75.4462356369639903
76.446027633704,76.4460276337040054,76.446235636964,76.4462356369639903
77.446027633704,77.4460276337040054,77.446235636964,77.4462356369639903
78.446027633704,78.4460276337040054,78.446235636964,78.4462356369639903
79.446027633704,79.4460276337040054,79.446235636964,79.4462356369639903
80.446027633704,80.4460276337040054,80.446235636964,80.4462356369639903
81.446027633704,81.4460276337040054,81.446235636964,81.4462356369639903
82.446027633704,82.4460276337040054,82.446235636964,82.4462356369639903
83.446027633704,83.4460276337040054,83.446235636964,83.4462356369639903
84.446027633704,84.4460276337040054,84.446235636964,84.4462356369639903
85.446027633704,85.4460276337040054,85.446235636964,85.4462356369639903
86.446027633704,86.4460276337040054,86.446235636964,86.4462356369639903
87.446027633704,87.4460276337040054,87.446235636964,87.4462356369639903
88.446027633704,88.4460276337040054,88.446235636964,88.4462356369639903
89.446027633704,89.4460276337040054,89.446235636964,89.4462356369639903
90.446027633704,90.4460276337040054,90.446235636964,90.4462356369639903
91.446027633704,91.4460276337040054,91.446235636964,91.4462356369639903
92.446027633704,92.4460276337040054,92.446235636964,92.4462356369639903
93.446027633704,93.4460276337040054,93.446235636964,93.4462356369639903
94.446027633704,94.4460276337040054,94.446235636964,94.4462356369639903
95.446027633704,95.4460276337040054,95.446235636964,95.4462356369639903
96.446027633704,96.4460276337040054,96.446235636964,96.4462356369639903
97.446027633704,97.4460276337040054,97.446235636964,97.4462356369639903
98.446027633704,98.4460276337040054,98.446235636964,98.4462356369639903
99.446027633704,99.4460276337040054,99.446235636964,99.4462356369639903
100.446027633704,100.4460276336999978,100.446235636964,100.4462356369599828
101.446027633704,101.4460276336999978,101.446235636964,101.4462356369599828
102.446027633704,102.4460276336999978,102.446235636964,102.4462356369599828
103.446027633704,103.4460276336999978,103.446235636964,103.4462356369599828
104.446027633704,104.4460276336999978,104.446235636964,104.4462356369599828
105.446027633704,105.4460276336999978,105.446235636964,105.4462356369599828
106.446027633704,106.4460276336999978,106.446235636964,106.4462356369599828
107.446027633704,107.4460276336999978,107.446235636964,107.4462356369599828
108.446027633704,108.4460276336999978,108.446235636964,108.4462356369599828
109.446027633704,109.4460276336999978,109.446235636964,109.4462356369599828
