Veh Pos X World.node[0].appl.middleware.CaService (#0 - veins-0-20210525-10:05:24-61334),,Veh Pos X World.node[0].appl.middleware.CaService (#0 - veins-0-20210525-10:05:24-61334),,Veh Pos X World.node[1].appl.middleware.CaService (#0 - veins-0-20210525-10:05:24-61334),,Veh Pos X World.node[1].appl.middleware.CaService (#0 - veins-0-20210525-10:05:24-61334),
0.026027633704,255.1397945541399952,0.026027633704,30.39999999999999842,0.026235636964,255.100099486389978,0.026235636964,27.19999999999999565
0.036027633704,255.1794256007299837,0.036027633704,30.39999999999999842,0.036235636964,255.1001985639999805,0.036235636964,27.19999999999999565
0.046027633704,255.2190952256900107,0.046027633704,30.39999999999999842,0.046235636964,255.100297738059964,0.046235636964,27.19999999999999565
0.056027633704,255.2587515737899925,0.056027633704,30.39999999999999842,0.056235636964,255.1003968789299837,0.056235636964,27.19999999999999565
0.066027633704,255.298432903280001,0.066027633704,30.39999999999999842,0.066235636964,255.1004960822600072,0.066235636964,27.19999999999999565
0.076027633704,255.3380926257199792,0.076027633704,30.39999999999999842,0.076235636964,255.1005952315599632,0.076235636964,27.19999999999999565
0.086027633704,255.377936820829972,0.086027633704,30.39999999999999842,0.086235636964,255.1006948420499602,0.086235636964,27.19999999999999565
0.096027633704,255.4176907040400115,0.096027633704,30.39999999999999842,0.096235636964,255.1007942267600002,0.096235636964,27.19999999999999565
0.106027633704,255.4573302442699962,0.106027633704,30.39999999999999842,0.106235636964,255.1008933256100012,0.106235636964,27.19999999999999565
0.116027633704,255.497287694620012,0.116027633704,30.39999999999999842,0.116235636964,255.1009932192399662,0.116235636964,27.19999999999999565
0.126027633704,255.5368879177800057,0.126027633704,30.39999999999999842,0.126235636964,255.101092219789961,0.126235636964,27.19999999999999565
0.136027633704,255.5767666657199575,0.136027633704,30.39999999999999842,0.136235636964,255.1011919166600127,0.136235636964,27.19999999999999565
0.146027633704,255.6167430029699962,0.146027633704,30.39999999999999842,0.146235636964,255.1012918575099767,0.146235636964,27.19999999999999565
0.156027633704,255.6567317659499842,0.156027633704,30.39999999999999842,0.156235636964,255.1013918294099757,0.156235636964,27.19999999999999565
0.166027633704,255.6963930387199745,0.166027633704,30.39999999999999842,0.166235636964,255.1014909826000115,0.166235636964,27.19999999999999565
0.176027633704,255.7361677635399807,0.176027633704,30.39999999999999842,0.176235636964,255.1015904194100007,0.176235636964,27.19999999999999565
0.186027633704,255.7759425137799657,0.186027633704,30.39999999999999842,0.186235636964,255.1016898562799602,0.186235636964,27.19999999999999565
0.196027633704,255.8155713685399627,0.196027633704,30.39999999999999842,0.196235636964,255.1017889284199775,0.196235636964,27.19999999999999565
0.206027633704,255.8553728369299727,0.206027633704,30.39999999999999842,0.206235636964,255.1018884320899915,0.206235636964,27.19999999999999565
0.216027633704,255.8949771632300087,0.216027633704,30.39999999999999842,0.216235636964,255.1019874429100002,0.216235636964,27.19999999999999565
0.226027633704,255.9347031210999707,0.226027633704,30.39999999999999842,0.226235636964,255.1020867578000087,0.226235636964,27.19999999999999565
0.236027633704,255.9744917408999632,0.236027633704,30.39999999999999842,0.236235636964,255.102186229349967,0.236235636964,27.19999999999999565
0.246027633704,256.014184611369955,0.246027633704,30.39999999999999842,0.246235636964,255.1022854615299585,0.246235636964,27.19999999999999565
0.256027633704,256.0539429287099425,0.256027633704,30.39999999999999842,0.256235636964,255.1023848573199745,0.256235636964,27.19999999999999565
0.266027633704,256.093687037199969,0.266027633704,30.39999999999999842,0.266235636964,255.1024842175899597,0.266235636964,27.19999999999999565
0.276027633704,256.1333136138999852,0.276027633704,30.39999999999999842,0.276235636964,255.1025832840300032,0.276235636964,27.19999999999999565
